nodeId:ID(Node-ID) title weight :Label
347001 Antoine_Meillet 17 Linguiste;
82571 Algèbre_Linéaire 29 
159943 Algèbre_Générale 26 
13636890 Algorithmique 2 
1154647 Politique_En_Argentine 10 
3084968 Armée_Républicaine_Irlandaise 3 
40 Autriche 29 Pays;
64436 Arc_De_Triomphe_De_L'Étoile 28 Monument;
461606 Arsène_Lupin 20 Personnage_(fiction);
8366 Algorithme 29 
2873129 Aux_Couleurs_Du_Moyen_Âge 1 
889 Afghanistan 29 Pays;
173183 Algèbre_De_Boole_(logique) 29 
154755 Ada_(langage) 28 Langage_de_programmation;
1152 Auvergne 28 Subdivision_administrative;
3093 Aisne_(département) 26 Département_de_France;
3113 Allier_(département) 26 Département_de_France;
3131 Alpes-de-Haute-Provence 26 Département_de_France;
3139 Alpes-Maritimes 27 Département_de_France;
3148 Ardèche_(département) 26 Département_de_France;
3184 Ariège_(département) 26 Département_de_France;
3194 Aube_(département) 27 Département_de_France;
3207 Aude_(département) 26 Département_de_France;
3216 Aveyron_(département) 26 Département_de_France;
414 Argentine 29 Pays;
8006 Akira_Kurosawa 29 Cinéma_(personnalité);
258 Afrique_Du_Sud 29 Pays;
234032 Aka 12 
43114 Aïkido 28 Art_martial;
37756 Alliage 29 
851 Arabie_Saoudite 29 Pays;
399 Arménie 29 Pays;
916 Angola 29 Pays;
228 Andorre 29 Pays;
781 Antigua-et-Barbuda 29 Pays;
2870173 Attributs_Du_Pharaon 4 
128896 Advanced_Micro_Devices 29 Société;
312 Apple 29 Société;
333 Astronomie 29 
102786 Abréviation 27 
1863082 Abréviations_En_Informatique 11 
11650991 Abréviations_En_Informatique_A 1 
2908 Antoine_De_Saint-Exupéry 28 Ecrivain;
338808 Accelerated_Graphics_Port 27 
2821998 Abréviations_En_Informatique_M 1 
170569 Atoum 27 Divinité;
2404434 Lexique_De_Termes_Militaires_Du_Moyen_Âge 4 
130227 Aton 29 Divinité;
2822001 Abréviations_En_Informatique_P 1 
2867699 Association_Francophone_Des_Utilisateurs_De_Logiciels_Libres 1 Association;
193097 Art_ASCII 24 
3561 Alger 29 Commune_d'Algérie;
2821994 Abréviations_En_Informatique_I 1 
2821991 Abréviations_En_Informatique_F 1 
18 Amérique_Du_Sud 29 Continent;
2821987 Abréviations_En_Informatique_C 1 
2821999 Abréviations_En_Informatique_N 1 
417651 Akhenaton_(rappeur) 8 Musique_(artiste);
2740302 Art_Amarnien 8 
81794 Akhenaton 29 Personnalité_de_l'Égypte_antique;
627302 Atari_ST 21 
58373 Amon 29 Divinité;
418096 Akihabara 18 Quartier;
41493 Antiquité 29 
162768 Assistant_Personnel 28 
18981 Apple_I 25 Appareil_informatique;
25272 Ampère 29 Unité;
417407 Aker 18 Divinité;
208735 Amemet 24 Divinité;
211611 Anoukis 24 Divinité;
47534 Anubis 29 Divinité;
208150 Apis 24 Divinité;
190511 Apophis 24 Divinité;
1179902 Astarté_(homonymie) 6 
655045 Armement_Médiéval 13 
765822 Archéologie_Sous-marine 17 
12942 Arlette_Laguiller 12 Politicien;
582101 Alain_Madelin 7 Politicien;
207426 Alejandro_Toledo 20 Politicien;
2822003 Abréviations_En_Informatique_R 1 
740083 Agriculture_De_Précision 14 
372412 Sid_Meier'S_Alpha_Centauri 14 Jeu_vidéo;
7374 Alfred_Hitchcock 29 Cinéma_(personnalité);
1107 Anime 29 Oeuvre;
23404 Anthropologie 29 
12892 Anvers 28 Commune_de_Belgique;
27074 Aston_Martin 28 Société;
627 Azote 29 Élément;
48 Asie 29 Continent;
16525127 Abréviations_En_Informatique_B 1 
2821988 Abréviations_En_Informatique_D 1 
2821990 Abréviations_En_Informatique_E 1 
2821992 Abréviations_En_Informatique_G 1 
2821993 Abréviations_En_Informatique_H 1 
2821997 Abréviations_En_Informatique_L 1 
2822000 Abréviations_En_Informatique_O 1 
2822004 Abréviations_En_Informatique_S 1 
2822005 Abréviations_En_Informatique_T 1 
11651136 Abréviations_En_Informatique_W 1 
16525131 Abréviations_En_Informatique_Y 1 
11427 Acier 29 
44809 Albert_King 20 Musique_(artiste);
12271 Architecture 29 
6199 Anarchisme 29 
754679 Liste_D'Architectes 12 
15 Afrique 29 Continent;
5783 Andalousie 29 Communauté_autonome_d'Espagne;
8815 American_Standard_Code_For_Information_Interchange 29 Codage_de_caractères;
2822006 Abréviations_En_Informatique_V 1 
180003 American_National_Standards_Institute 28 
9121 Atome 29 
16525129 Abréviations_En_Informatique_U 1 
2827165 Agriculture_En_Arabie_Saoudite 3 
2822007 Abréviations_En_Informatique_X 1 
2821984 Abréviations_En_Informatique,_Caractère_Non_Alphabétique 1 
28244 Amharique 28 Langue;
47484 André_Gide 27 Ecrivain;
1492089 Liste_D'Archéologues 8 
188929 Arthur_John_Evans 27 Scientifique;
23810 Alfred_Nobel 29 Biographie;Biographie;
