:START_ID(Node-ID) length lang :END_ID(Node-ID)
2867699 1 [fr] 3524531
2867699 1 [fr] 48204
2867699 1 [fr] 9135
2867699 1 [fr] 3336297
2867699 1 [fr] 2898168
2867699 1 [fr] 2506578
2821994 1 [fr] 15277430
2821994 1 [fr] 2821990
2821994 1 [fr] 306170
2821994 1 [fr] 41271
2821994 1 [fr] 11371
2821994 1 [fr] 11341
2821994 1 [fr] 1190772
2821994 1 [fr] 217082
2821994 1 [fr] 272683
2821994 1 [fr] 1058914
2821994 1 [fr] 6047725
2821994 1 [fr] 837975
2821994 1 [fr] 8795
2821994 1 [fr] 1575
2821994 1 [fr] 924876
2821994 1 [fr] 753576
2821994 1 [fr] 273326
2821994 1 [fr] 166936
2821994 1 [fr] 932327
2821994 1 [fr] 486487
2821994 1 [fr] 1068438
2821994 1 [fr] 855158
2821994 1 [fr] 261918
2821994 1 [fr] 21198
2821994 1 [fr] 1044749
2821994 1 [fr] 683179
2821994 1 [fr] 41349
2821991 1 [fr] 11371
2821991 1 [fr] 660192
2821991 1 [fr] 55692
2821991 1 [fr] 30232
2821991 1 [fr] 220543
2821991 1 [fr] 83303
2821991 1 [fr] 48413
2821991 1 [fr] 42283
2821991 1 [fr] 915654
2821991 1 [fr] 430945
2821991 1 [fr] 272695
2821991 1 [fr] 75
2821991 1 [fr] 190167
2821991 1 [fr] 831648
2821991 1 [fr] 849159
2821991 1 [fr] 174989
2821987 1 [fr] 2798820
2821987 1 [fr] 971330
2821987 1 [fr] 662200
2821987 1 [fr] 607440
2821987 1 [fr] 131140
2821987 1 [fr] 11230
2821987 1 [fr] 5300
2821987 1 [fr] 2736131
2821987 1 [fr] 1337381
2821987 1 [fr] 868571
2821987 1 [fr] 868171
2821987 1 [fr] 152361
2821987 1 [fr] 150971
2821987 1 [fr] 80831
2821987 1 [fr] 46441
2821987 1 [fr] 2990912
2821987 1 [fr] 467252
2821987 1 [fr] 3003763
2821987 1 [fr] 725893
2821987 1 [fr] 485643
2821987 1 [fr] 131093
2821987 1 [fr] 83913
2821987 1 [fr] 5293
2821987 1 [fr] 1093194
2821987 1 [fr] 733134
2821987 1 [fr] 264364
2821987 1 [fr] 1128675
2821987 1 [fr] 11255
2821987 1 [fr] 1195826
2821987 1 [fr] 468446
2821987 1 [fr] 283976
2821987 1 [fr] 196776
2821987 1 [fr] 188816
2821987 1 [fr] 47506
2821987 1 [fr] 1146247
2821987 1 [fr] 1131607
2821987 1 [fr] 841507
2821987 1 [fr] 1121988
2821987 1 [fr] 3408069
2821987 1 [fr] 2933089
2821987 1 [fr] 935809
2821987 1 [fr] 478829
2821987 1 [fr] 190169
2821987 1 [fr] 58199
2821987 1 [fr] 43449
2821987 1 [fr] 4439
2821999 1 [fr] 3192420
2821999 1 [fr] 1928621
2821999 1 [fr] 16928022
2821999 1 [fr] 911952
2821999 1 [fr] 525892
2821999 1 [fr] 182172
2821999 1 [fr] 55692
2821999 1 [fr] 1893373
2821999 1 [fr] 165233
2821999 1 [fr] 8093
2821999 1 [fr] 2283
2821999 1 [fr] 5268834
2821999 1 [fr] 868014
2821999 1 [fr] 499024
2821999 1 [fr] 734865
2821999 1 [fr] 1329486
2821999 1 [fr] 1547947
2821999 1 [fr] 486487
2821999 1 [fr] 575178
2821999 1 [fr] 235419
2822003 1 [fr] 1639990
2822003 1 [fr] 492650
2822003 1 [fr] 207580
2822003 1 [fr] 160710
2822003 1 [fr] 243961
2822003 1 [fr] 14524612
2822003 1 [fr] 1753382
2822003 1 [fr] 217082
2822003 1 [fr] 61902
2822003 1 [fr] 54872
2822003 1 [fr] 45432
2822003 1 [fr] 485593
2822003 1 [fr] 862594
2822003 1 [fr] 467454
2822003 1 [fr] 1096695
2822003 1 [fr] 189396
2822003 1 [fr] 189376
2822003 1 [fr] 188816
2822003 1 [fr] 1757757
2822003 1 [fr] 170397
2822003 1 [fr] 192588
2822003 1 [fr] 3988
2822003 1 [fr] 1356939
2822003 1 [fr] 478019
16525127 1 [fr] 123530
16525127 1 [fr] 1435401
16525127 1 [fr] 39531
16525127 1 [fr] 840922
16525127 1 [fr] 830382
16525127 1 [fr] 6662173
16525127 1 [fr] 878713
16525127 1 [fr] 795993
16525127 1 [fr] 209563
16525127 1 [fr] 1328864
16525127 1 [fr] 34264
16525127 1 [fr] 3245115
16525127 1 [fr] 4874866
16525127 1 [fr] 593786
16525127 1 [fr] 906097
16525127 1 [fr] 852297
16525127 1 [fr] 186157
16525127 1 [fr] 43747
16525127 1 [fr] 3355028
16525127 1 [fr] 249998
16525127 1 [fr] 795859
16525127 1 [fr] 753479
16525127 1 [fr] 192869
16525127 1 [fr] 30849
2821988 1 [fr] 1228590
2821988 1 [fr] 1172400
2821988 1 [fr] 756230
2821988 1 [fr] 308980
2821988 1 [fr] 179550
2821988 1 [fr] 106370
2821988 1 [fr] 25670
2821988 1 [fr] 3024621
2821988 1 [fr] 2901401
2821988 1 [fr] 310581
2821988 1 [fr] 152361
2821988 1 [fr] 4346042
2821988 1 [fr] 625642
2821988 1 [fr] 6662173
2821988 1 [fr] 4089244
2821988 1 [fr] 3021214
2821988 1 [fr] 1334354
2821988 1 [fr] 1172284
2821988 1 [fr] 642074
2821988 1 [fr] 170434
2821988 1 [fr] 104534
2821988 1 [fr] 47604
2821988 1 [fr] 11354
2821988 1 [fr] 5294
2821988 1 [fr] 5245345
2821988 1 [fr] 337765
2821988 1 [fr] 2335896
2821988 1 [fr] 1151676
2821988 1 [fr] 3241717
2821988 1 [fr] 1071697
2821988 1 [fr] 212327
2821988 1 [fr] 8767
2821988 1 [fr] 3011488
2821988 1 [fr] 1227479
2821990 1 [fr] 15277430
2821990 1 [fr] 2798820
2821990 1 [fr] 1543700
2821990 1 [fr] 1343830
2821990 1 [fr] 1148480
2821990 1 [fr] 1061460
2821990 1 [fr] 160710
2821990 1 [fr] 742961
2821990 1 [fr] 207621
2821990 1 [fr] 3055492
2821990 1 [fr] 210214
2821990 1 [fr] 188954
2821990 1 [fr] 79984
2821990 1 [fr] 627945
2821990 1 [fr] 5295
2821990 1 [fr] 2367126
2821990 1 [fr] 237757
2821990 1 [fr] 859398
2821990 1 [fr] 131508
2821990 1 [fr] 42378
2821990 1 [fr] 1384929
2821992 1 [fr] 3122970
2821992 1 [fr] 1460961
2821992 1 [fr] 466981
2821992 1 [fr] 104851
2821992 1 [fr] 44571
2821992 1 [fr] 341
2821992 1 [fr] 1007042
2821992 1 [fr] 851872
2821992 1 [fr] 624752
2821992 1 [fr] 254972
2821992 1 [fr] 55692
2821992 1 [fr] 18822
2821992 1 [fr] 2192
2821992 1 [fr] 912413
2821992 1 [fr] 840543
2821992 1 [fr] 585383
2821992 1 [fr] 485643
2821992 1 [fr] 464113
2821992 1 [fr] 51713
2821992 1 [fr] 7603
2821992 1 [fr] 4343
2821992 1 [fr] 656524
2821992 1 [fr] 489084
2821992 1 [fr] 305234
2821992 1 [fr] 189464
2821992 1 [fr] 183484
2821992 1 [fr] 11574
2821992 1 [fr] 1122495
2821992 1 [fr] 1122135
2821992 1 [fr] 926165
2821992 1 [fr] 570315
2821992 1 [fr] 335175
2821992 1 [fr] 3093336
2821992 1 [fr] 1046656
2821992 1 [fr] 3105497
2821992 1 [fr] 1138237
2821992 1 [fr] 831677
2821992 1 [fr] 291147
2821992 1 [fr] 283647
2821992 1 [fr] 859398
2821992 1 [fr] 1543319
2821992 1 [fr] 784819
2821992 1 [fr] 603889
2821993 1 [fr] 4439
2821993 1 [fr] 80978
2821993 1 [fr] 174989
2821993 1 [fr] 75687
2821993 1 [fr] 8811
2821993 1 [fr] 8777
2821997 1 [fr] 850
2821997 1 [fr] 466981
2821997 1 [fr] 83341
2821997 1 [fr] 42591
2821997 1 [fr] 11381
2821997 1 [fr] 1155322
2821997 1 [fr] 8023663
2821997 1 [fr] 1429513
2821997 1 [fr] 42283
2821997 1 [fr] 132874
2821997 1 [fr] 2207936
2821997 1 [fr] 1035166
2821997 1 [fr] 1826817
2821997 1 [fr] 1162607
2821997 1 [fr] 49667
2821997 1 [fr] 43747
2821997 1 [fr] 3241688
2821997 1 [fr] 220868
2821997 1 [fr] 1429439
2821997 1 [fr] 220169
2821997 1 [fr] 174989
2822000 1 [fr] 1190931
2822000 1 [fr] 93312
2822000 1 [fr] 1753743
2822000 1 [fr] 7095984
2822000 1 [fr] 642514
2822000 1 [fr] 1501395
2822000 1 [fr] 826165
2822000 1 [fr] 9135
2822000 1 [fr] 212606
2822000 1 [fr] 1397449
2822004 1 [fr] 3507940
2822004 1 [fr] 901340
2822004 1 [fr] 635130
2822004 1 [fr] 3480061
2822004 1 [fr] 1569151
2822004 1 [fr] 1345411
2822004 1 [fr] 1337381
2822004 1 [fr] 1078351
2822004 1 [fr] 818371
2822004 1 [fr] 444251
2822004 1 [fr] 152361
2822004 1 [fr] 11371
2822004 1 [fr] 13414952
2822004 1 [fr] 2061082
2822004 1 [fr] 1089572
2822004 1 [fr] 192902
2822004 1 [fr] 121182
2822004 1 [fr] 16676923
2822004 1 [fr] 3477573
2822004 1 [fr] 1126823
2822004 1 [fr] 160453
2822004 1 [fr] 42283
2822004 1 [fr] 3509104
2822004 1 [fr] 855204
2822004 1 [fr] 568494
2822004 1 [fr] 206494
2822004 1 [fr] 165194
2822004 1 [fr] 17194
2822004 1 [fr] 8143615
2822004 1 [fr] 1412585
2822004 1 [fr] 1141665
2822004 1 [fr] 857815
2822004 1 [fr] 857655
2822004 1 [fr] 176165
2822004 1 [fr] 5295
2822004 1 [fr] 2115
2822004 1 [fr] 1135046
2822004 1 [fr] 305876
2822004 1 [fr] 267416
2822004 1 [fr] 188816
2822004 1 [fr] 1933737
2822004 1 [fr] 1061837
2822004 1 [fr] 3491988
2822004 1 [fr] 1957758
2822004 1 [fr] 1517778
2822004 1 [fr] 746478
2822004 1 [fr] 610398
2822004 1 [fr] 192808
2822004 1 [fr] 191018
2822004 1 [fr] 83058
2822004 1 [fr] 14658
2822004 1 [fr] 2078
2822004 1 [fr] 4048869
2822004 1 [fr] 2142719
2822005 1 [fr] 3542470
2822005 1 [fr] 2140920
2822005 1 [fr] 342470
2822005 1 [fr] 216640
2822005 1 [fr] 83341
2822005 1 [fr] 3121132
2822005 1 [fr] 1277482
2822005 1 [fr] 781443
2822005 1 [fr] 673213
2822005 1 [fr] 5268834
2822005 1 [fr] 700974
2822005 1 [fr] 206494
2822005 1 [fr] 1501565
2822005 1 [fr] 1004175
2822005 1 [fr] 283705
2822005 1 [fr] 11255
2822005 1 [fr] 9135
2822005 1 [fr] 1271916
2822005 1 [fr] 66196
2822005 1 [fr] 466
2822005 1 [fr] 3528228
2822005 1 [fr] 350768
2822005 1 [fr] 3988
2822005 1 [fr] 255229
11651136 1 [fr] 1367390
11651136 1 [fr] 1154450
11651136 1 [fr] 11230
11651136 1 [fr] 280761
11651136 1 [fr] 1429342
11651136 1 [fr] 170542
11651136 1 [fr] 1072083
11651136 1 [fr] 595133
11651136 1 [fr] 216653
11651136 1 [fr] 2283
11651136 1 [fr] 2000194
11651136 1 [fr] 1453384
11651136 1 [fr] 1423114
11651136 1 [fr] 905324
11651136 1 [fr] 239084
11651136 1 [fr] 220644
11651136 1 [fr] 2194
11651136 1 [fr] 272165
11651136 1 [fr] 75
11651136 1 [fr] 2119856
11651136 1 [fr] 219136
11651136 1 [fr] 37156
11651136 1 [fr] 466
11651136 1 [fr] 2536917
11651136 1 [fr] 1933737
11651136 1 [fr] 919298
11651136 1 [fr] 1329009
16525131 1 [fr] 305932
16525131 1 [fr] 1985
2822006 1 [fr] 151900
2822006 1 [fr] 189401
2822006 1 [fr] 176061
2822006 1 [fr] 624752
2822006 1 [fr] 16452
2822006 1 [fr] 1154443
2822006 1 [fr] 249743
2822006 1 [fr] 170963
2822006 1 [fr] 1330734
2822006 1 [fr] 17194
2822006 1 [fr] 25376885
2822006 1 [fr] 723685
2822006 1 [fr] 183205
2822006 1 [fr] 81945
2822006 1 [fr] 1196217
2822006 1 [fr] 2378
2822006 1 [fr] 1429439
16525129 1 [fr] 230360
16525129 1 [fr] 740701
16525129 1 [fr] 42253
16525129 1 [fr] 61694
16525129 1 [fr] 188816
16525129 1 [fr] 193537
16525129 1 [fr] 859398
16525129 1 [fr] 736068
16525129 1 [fr] 192808
16525129 1 [fr] 42378
2822007 1 [fr] 1143380
2822007 1 [fr] 32110
2822007 1 [fr] 394011
2822007 1 [fr] 209711
2822007 1 [fr] 188951
2822007 1 [fr] 55804
2822007 1 [fr] 2115
2822007 1 [fr] 498186
2822007 1 [fr] 3570418
2822007 1 [fr] 726218
2821984 1 [fr] 59083
2821984 1 [fr] 11241
2821995 1 [fr] 188860
2821995 1 [fr] 396591
2821995 1 [fr] 188951
2821995 1 [fr] 251
2821995 1 [fr] 957782
2821995 1 [fr] 7593
2821995 1 [fr] 1950744
2821995 1 [fr] 2005
2821995 1 [fr] 1702547
2821995 1 [fr] 467707
2821995 1 [fr] 747478
2821995 1 [fr] 183169
2872758 1 [fr] 21028658
2872758 1 [fr] 3029631
2872758 1 [fr] 902296
2872758 1 [fr] 2062
3245119 1 [fr] 1437320
3245119 1 [fr] 181574
3245119 1 [fr] 32874
3245119 1 [fr] 7804
3245119 1 [fr] 7164
3245119 1 [fr] 4264
3245119 1 [fr] 12585
3245119 1 [fr] 1399996
3245119 1 [fr] 11993457
3245119 1 [fr] 123759
2844809 1 [fr] 24925
2844809 1 [fr] 81794
2844809 1 [fr] 1004
2844809 1 [fr] 1210581
2844809 1 [fr] 3592246
2860593 1 [fr] 7783142
3138116 1 [fr] 5240
3138116 1 [fr] 2430
3138116 1 [fr] 30
3138116 1 [fr] 31711
3138116 1 [fr] 2431
3138116 1 [fr] 3455672
3138116 1 [fr] 3692
3138116 1 [fr] 8463
3138116 1 [fr] 3092744
3138116 1 [fr] 35724
3138116 1 [fr] 35014
3138116 1 [fr] 7204
3138116 1 [fr] 2764
3138116 1 [fr] 2064
3138116 1 [fr] 84
3138116 1 [fr] 2827165
3138116 1 [fr] 2916326
3138116 1 [fr] 2436
3138116 1 [fr] 2426
3138116 1 [fr] 8007
3138116 1 [fr] 4917
3138116 1 [fr] 2437
3138116 1 [fr] 11708
3138116 1 [fr] 2068
3138116 1 [fr] 398
3138116 1 [fr] 1751319
3138116 1 [fr] 2479
3138116 1 [fr] 2439
2898168 1 [fr] 1146208
2898168 1 [fr] 2867699
2877781 1 [fr] 42046
2877781 1 [fr] 360536
2877781 1 [fr] 131483
2878479 1 [fr] 2878480
2878479 1 [fr] 2483580
2878479 1 [fr] 174211
2878479 1 [fr] 2963672
2878479 1 [fr] 747472
2878479 1 [fr] 1259526
2878479 1 [fr] 7946
2984364 1 [fr] 2984365
2984364 1 [fr] 216293
2858890 1 [fr] 10953859
2858890 1 [fr] 987379
2858890 1 [fr] 221385
2858890 1 [fr] 11758
2962670 1 [fr] 174361
2962670 1 [fr] 645882
2962670 1 [fr] 133343
2962670 1 [fr] 3489014
2962670 1 [fr] 781775
2962670 1 [fr] 79876
2962670 1 [fr] 810687
2962670 1 [fr] 192268
3001135 1 [fr] 349566
3001135 1 [fr] 237090
3001135 1 [fr] 179230
3001135 1 [fr] 10398273
3001135 1 [fr] 2976945
20730955 1 [fr] 42621
20730955 1 [fr] 21201
20730955 1 [fr] 3510812
20730955 1 [fr] 2995462
20730955 1 [fr] 44342
20730955 1 [fr] 3137373
20730955 1 [fr] 6497044
20730955 1 [fr] 49084
20730955 1 [fr] 37484
20730955 1 [fr] 23404
20730955 1 [fr] 2765105
2994161 1 [fr] 131449
2994161 1 [fr] 2864342
2994161 1 [fr] 179049
2994161 1 [fr] 75706
2994161 1 [fr] 104021
2961207 1 [fr] 131257
2961207 1 [fr] 40763
2961207 1 [fr] 628403
2961207 1 [fr] 43637
2961207 1 [fr] 2333581
2961207 1 [fr] 1229911
2961207 1 [fr] 189800
3029680 1 [fr] 237082
3029680 1 [fr] 362
3029680 1 [fr] 696251
3029680 1 [fr] 529012
3029680 1 [fr] 41614
3029680 1 [fr] 5263
3029676 1 [fr] 428200
3029676 1 [fr] 7650
3029676 1 [fr] 174971
3029676 1 [fr] 696402
3029676 1 [fr] 310462
3029676 1 [fr] 7622
3029676 1 [fr] 7612
3029676 1 [fr] 18633
3029676 1 [fr] 699674
3029676 1 [fr] 2084
3029676 1 [fr] 7625
3029676 1 [fr] 2165
3029676 1 [fr] 297636
3029676 1 [fr] 7597
3029676 1 [fr] 2087
3029676 1 [fr] 493818
3029676 1 [fr] 297628
3029676 1 [fr] 714049
3029676 1 [fr] 714039
3029676 1 [fr] 359819
3029676 1 [fr] 7629
3029676 1 [fr] 7619
3249098 1 [fr] 1137109
3249098 1 [fr] 220695
3032312 1 [fr] 178885
3032312 1 [fr] 146083
3032312 1 [fr] 37122
3032312 1 [fr] 573344
3032312 1 [fr] 515
3032312 1 [fr] 1064853
3029591 1 [fr] 75706
3029591 1 [fr] 3029595
3029591 1 [fr] 142
3029591 1 [fr] 316887
3029591 1 [fr] 17070
3029591 1 [fr] 3591845
3075802 1 [fr] 2436
3075802 1 [fr] 43619
22953502 1 [fr] 8201
22953502 1 [fr] 82772
22953502 1 [fr] 1191653
22953502 1 [fr] 24905
22953502 1 [fr] 9176
22953502 1 [fr] 35137
22953502 1 [fr] 718498
22953502 1 [fr] 1147749
3142852 1 [fr] 9176
3142852 1 [fr] 12321
2967152 1 [fr] 47398
3154578 1 [fr] 205740
3154578 1 [fr] 101583
3154578 1 [fr] 265177
3152277 1 [fr] 632988
3152277 1 [fr] 2986337
3152277 1 [fr] 142
3152277 1 [fr] 43619
2391516 1 [fr] 185598
2391516 1 [fr] 2278
2860761 1 [fr] 13276
2981567 1 [fr] 1994464
2981567 1 [fr] 313769
20723427 1 [fr] 32530
20723427 1 [fr] 13201
20723427 1 [fr] 25442
20723427 1 [fr] 1202
20723427 1 [fr] 25433
20723427 1 [fr] 28224
20723427 1 [fr] 9035
20723427 1 [fr] 38937
20723427 1 [fr] 1197
20723427 1 [fr] 106308
20723427 1 [fr] 1208
3227569 1 [fr] 2829769
3227569 1 [fr] 1129306
3227569 1 [fr] 187099
3227569 1 [fr] 1987
3516861 1 [fr] 33231
3516861 1 [fr] 82
3516861 1 [fr] 34653
3516861 1 [fr] 3403884
3516861 1 [fr] 173095
3516861 1 [fr] 355516
3516861 1 [fr] 172839
3403884 1 [fr] 33231
3300044 1 [fr] 11633
3300044 1 [fr] 6293
3300044 1 [fr] 2166744
3300044 1 [fr] 1444534
3300044 1 [fr] 1681365
3300044 1 [fr] 355516
3300044 1 [fr] 156567
3300044 1 [fr] 15328
3235874 1 [fr] 34981
3235874 1 [fr] 1128018
3235874 1 [fr] 23758
3235874 1 [fr] 49084
3217505 1 [fr] 36510
3217505 1 [fr] 7850
3217505 1 [fr] 169921
3217505 1 [fr] 45961
3217505 1 [fr] 34171
3217505 1 [fr] 33311
3217505 1 [fr] 8752
3217505 1 [fr] 205143
3217505 1 [fr] 34113
3217505 1 [fr] 25293
3217505 1 [fr] 34064
3217505 1 [fr] 236425
3217505 1 [fr] 33136
3217505 1 [fr] 23526
3217505 1 [fr] 33577
3217505 1 [fr] 33527
3217505 1 [fr] 49228
3217505 1 [fr] 33838
3217505 1 [fr] 8748
3217505 1 [fr] 51739
3217505 1 [fr] 33199
3208999 1 [fr] 385437
3208999 1 [fr] 7272
3208999 1 [fr] 1987
3306532 1 [fr] 3568825
3306532 1 [fr] 210682
3306532 1 [fr] 382844
3306532 1 [fr] 9471
3306532 1 [fr] 212639
3306532 1 [fr] 2824584
3306532 1 [fr] 3159556
3306532 1 [fr] 142
15075971 1 [fr] 484170
15075971 1 [fr] 2897086
15075971 1 [fr] 1079551
15075971 1 [fr] 3357
15075971 1 [fr] 666943
3331856 1 [fr] 313460
3331856 1 [fr] 171201
3331856 1 [fr] 43412
3331856 1 [fr] 129493
3331856 1 [fr] 9134
3331856 1 [fr] 1845
3331856 1 [fr] 19786
3331856 1 [fr] 83367
3331856 1 [fr] 9268
3331856 1 [fr] 428
3316287 1 [fr] 902296
3316287 1 [fr] 3316285
10573774 1 [fr] 183350
10573774 1 [fr] 27191
10573774 1 [fr] 678184
10573774 1 [fr] 864705
10573774 1 [fr] 19137
10573774 1 [fr] 185628
10573774 1 [fr] 5867959
3281189 1 [fr] 183350
3281189 1 [fr] 27191
3281189 1 [fr] 678184
3281189 1 [fr] 864705
3281189 1 [fr] 19137
3281189 1 [fr] 185628
3281189 1 [fr] 5867959
3332534 1 [fr] 3254000
3332534 1 [fr] 3402558
19947594 1 [fr] 1065241
19947594 1 [fr] 106010
19947594 1 [fr] 43794
19947594 1 [fr] 1049852
19947594 1 [fr] 106252
19947594 1 [fr] 864693
19947594 1 [fr] 524757
19947594 1 [fr] 701398
3354093 1 [fr] 770568
3354093 1 [fr] 130514
3354093 1 [fr] 731505
3354093 1 [fr] 522862
3354093 1 [fr] 1306397
3407619 1 [fr] 533668
3407619 1 [fr] 26540
3407619 1 [fr] 974850
3407619 1 [fr] 41291
3407017 1 [fr] 2064
3407017 1 [fr] 280413
3407017 1 [fr] 7150
3407017 1 [fr] 43619
3402558 1 [fr] 3208220
3402558 1 [fr] 18414461
3402558 1 [fr] 2375812
3402558 1 [fr] 2417373
3402558 1 [fr] 1978245
3402558 1 [fr] 2491106
3402558 1 [fr] 3205137
3402558 1 [fr] 1798898
3402558 1 [fr] 3211129
3378115 1 [fr] 1350189
3378115 1 [fr] 622770
3378115 1 [fr] 174380
3407061 1 [fr] 319650
3407061 1 [fr] 119931
3407061 1 [fr] 7603
3407061 1 [fr] 1851766
3407061 1 [fr] 280386
3407061 1 [fr] 388
16674501 1 [fr] 202961
16674501 1 [fr] 1156793
16674501 1 [fr] 2578454
3454758 1 [fr] 621850
3454758 1 [fr] 7307361
3454758 1 [fr] 2747831
3454758 1 [fr] 21201
3454758 1 [fr] 8091
3454758 1 [fr] 23404
3454758 1 [fr] 395
3454758 1 [fr] 21198
3494363 1 [fr] 2961560
3494363 1 [fr] 1102230
3494363 1 [fr] 1219001
3494363 1 [fr] 2769472
3494363 1 [fr] 1513612
3494363 1 [fr] 1160522
3494363 1 [fr] 581462
3494363 1 [fr] 515692
3494363 1 [fr] 205762
3494363 1 [fr] 3083513
3494363 1 [fr] 703313
3494363 1 [fr] 83093
3494363 1 [fr] 20660484
3494363 1 [fr] 2964495
3494363 1 [fr] 934095
3494363 1 [fr] 635675
3494363 1 [fr] 553905
3494363 1 [fr] 4205456
3494363 1 [fr] 1294686
3494363 1 [fr] 13416057
3494363 1 [fr] 734527
3494363 1 [fr] 7537
3494363 1 [fr] 5454668
3494363 1 [fr] 3065399
3494363 1 [fr] 1052469
3418853 1 [fr] 1152
3418853 1 [fr] 142
3418853 1 [fr] 12014035
3244223 1 [fr] 16640730
3244223 1 [fr] 3115700
3244223 1 [fr] 877910
3244223 1 [fr] 16671691
3244223 1 [fr] 3515851
3244223 1 [fr] 627331
3244223 1 [fr] 1647122
3244223 1 [fr] 2899343
3244223 1 [fr] 655973
3244223 1 [fr] 694444
3244223 1 [fr] 2724885
3244223 1 [fr] 1759775
3244223 1 [fr] 2669376
3244223 1 [fr] 846376
3244223 1 [fr] 3515857
3244223 1 [fr] 3087787
3244223 1 [fr] 655228
3244223 1 [fr] 25997959
3244223 1 [fr] 16675459
3244223 1 [fr] 3073449
3457757 1 [fr] 2945560
3457757 1 [fr] 484170
3457757 1 [fr] 132580
3457757 1 [fr] 1783121
3457757 1 [fr] 20747442
3457757 1 [fr] 905313
3457757 1 [fr] 10884
3457757 1 [fr] 13222335
3457757 1 [fr] 221275
3457757 1 [fr] 1415187
3457757 1 [fr] 1056327
3457757 1 [fr] 2815948
3457757 1 [fr] 3045469
20821339 1 [fr] 82946
3427882 1 [fr] 152805
3427882 1 [fr] 37813
3427882 1 [fr] 189800
3456811 1 [fr] 8908
3456811 1 [fr] 295469
3456811 1 [fr] 2967242
3456811 1 [fr] 585259
3457756 1 [fr] 902296
3457756 1 [fr] 407595
3416652 1 [fr] 2120364
3508872 1 [fr] 188860
3508872 1 [fr] 189471
3508872 1 [fr] 312
3508872 1 [fr] 5083
3508872 1 [fr] 82594
3508872 1 [fr] 12554
3508872 1 [fr] 1575
3508872 1 [fr] 75
3508872 1 [fr] 466
3508872 1 [fr] 16
3508872 1 [fr] 223718
3508872 1 [fr] 235419
3482440 1 [fr] 313320
