:START_ID(Lexicon-ID) lang :END_ID(Node-ID)
1670 fr 8277
1671 fr 8279
1672 fr 8285
1673 fr 8289
1674 fr 8291
1675 fr 8292
1676 fr 8296
1677 fr 8305
1678 fr 8315
1679 fr 8319
1680 fr 8331
1681 fr 8333
1682 fr 8335
1683 fr 8336
1684 fr 8341
1685 fr 8364
1686 fr 8365
1687 fr 8366
1688 fr 8367
1689 fr 8378
1690 fr 8383
1691 fr 8385
1692 fr 8387
1693 fr 8389
1694 fr 8394
1695 fr 8401
1696 fr 8403
1697 fr 8404
1698 fr 8411
1699 fr 8413
1700 fr 8414
1701 fr 8419
1702 fr 8432
1703 fr 8445
1704 fr 8448
1705 fr 8449
1706 fr 8452
1707 fr 8456
1708 fr 8458
1709 fr 8459
1710 fr 8463
1711 fr 8479
1712 fr 8480
1713 fr 8483
1714 fr 8485
1715 fr 8488
1716 fr 8500
1717 fr 8502
1718 fr 8503
1719 fr 8505
1720 fr 8510
1721 fr 8511
1722 fr 8513
1723 fr 8514
1724 fr 8517
1725 fr 8520
1726 fr 8522
1727 fr 8534
1728 fr 8535
1729 fr 8537
1730 fr 8541
1731 fr 8545
1732 fr 8552
1733 fr 8557
1734 fr 8558
1735 fr 8560
1736 fr 8569
1737 fr 8577
1738 fr 8588
1739 fr 8590
1740 fr 8602
1741 fr 8603
1742 fr 8606
1743 fr 8607
1744 fr 8611
1745 fr 8613
1746 fr 8614
1747 fr 8631
1748 fr 8633
1749 fr 8634
1750 fr 8635
1751 fr 8642
1752 fr 8646
1753 fr 8653
1754 fr 8657
1755 fr 8667
1756 fr 8669
1757 fr 8671
1758 fr 8675
1759 fr 8681
1760 fr 8688
1761 fr 8697
1762 fr 8698
1763 fr 8702
1764 fr 8706
1765 fr 8708
1766 fr 8709
1767 fr 8717
1768 fr 8721
1769 fr 8722
1770 fr 8723
1771 fr 8727
1772 fr 8730
1773 fr 8732
1774 fr 8739
1775 fr 8758
1776 fr 8760
1777 fr 8767
1778 fr 8771
1779 fr 8775
1780 fr 8777
1781 fr 8778
1782 fr 8780
1783 fr 8788
1784 fr 8790
1785 fr 8791
1786 fr 8797
1787 fr 8807
1788 fr 8811
1789 fr 8814
1790 fr 8816
1791 fr 8820
1792 fr 8826
1793 fr 8828
1794 fr 8831
1795 fr 8848
1796 fr 8850
1797 fr 8853
1798 fr 8854
1799 fr 8860
1800 fr 8868
1801 fr 8870
1802 fr 8895
1803 fr 8901
1804 fr 8903
1805 fr 8908
1806 fr 8918
1807 fr 8920
1808 fr 8927
1809 fr 8928
1810 fr 8932
1811 fr 8935
1812 fr 8937
1813 fr 8948
1814 fr 8951
1815 fr 8962
1816 fr 8975
1817 fr 8993
1818 fr 8996
1819 fr 8997
1820 fr 8999
1821 fr 9009
1822 fr 9010
1823 fr 9012
1824 fr 9016
1825 fr 9023
1826 fr 9026
1827 fr 9037
1828 fr 9038
1829 fr 9044
1830 fr 9050
1831 fr 9052
1832 fr 9057
1833 fr 9062
1834 fr 9085
1835 fr 9091
1836 fr 9096
1837 fr 9100
1838 fr 9101
1839 fr 9102
1840 fr 9108
1841 fr 9109
1842 fr 9112
1843 fr 9117
1844 fr 9119
1845 fr 9129
1846 fr 9130
1847 fr 9132
1848 fr 9133
1849 fr 9141
1850 fr 9146
1851 fr 9148
1852 fr 9162
1853 fr 9172
1854 fr 9173
1855 fr 9174
1856 fr 9183
1857 fr 9194
1858 fr 9199
1859 fr 9204
1860 fr 9206
1861 fr 9211
1862 fr 9220
1863 fr 9231
1864 fr 9233
1865 fr 9241
1866 fr 9242
1867 fr 9244
1868 fr 9248
1869 fr 9251
1870 fr 9253
1871 fr 9259
1872 fr 9266
1873 fr 9267
1874 fr 9273
1875 fr 9275
1876 fr 9279
1877 fr 9280
1878 fr 9282
1879 fr 9287
1880 fr 9299
1881 fr 9307
1882 fr 9314
1883 fr 9320
1884 fr 9330
1885 fr 9331
1886 fr 9333
1887 fr 9334
1888 fr 9336
1889 fr 9337
1890 fr 9340
1891 fr 9342
1892 fr 9343
1893 fr 9348
1894 fr 9352
1895 fr 9353
1896 fr 9362
1897 fr 9365
1898 fr 9366
1899 fr 9368
1900 fr 9371
1901 fr 9372
1902 fr 9377
1903 fr 9392
1904 fr 9394
1905 fr 9396
1906 fr 9405
1907 fr 9407
1908 fr 9427
1909 fr 9431
1910 fr 9434
1911 fr 9440
1912 fr 9443
1913 fr 9458
1914 fr 9474
1915 fr 9478
1916 fr 9482
1917 fr 9483
1918 fr 9484
1919 fr 9486
1920 fr 9487
1921 fr 9492
1922 fr 9497
1923 fr 9505
1924 fr 9508
1925 fr 9512
1926 fr 9513
1927 fr 9528
1928 fr 9531
1929 fr 9535
1930 fr 9542
1931 fr 9543
1932 fr 9549
1933 fr 9550
1934 fr 9552
1935 fr 9554
1936 fr 9562
1937 fr 9568
1938 fr 9571
1939 fr 9588
1940 fr 9593
1941 fr 9597
1942 fr 9604
1943 fr 9607
1944 fr 9609
1945 fr 9613
1946 fr 9619
1947 fr 9620
1948 fr 9629
1949 fr 9632
1950 fr 9634
1951 fr 9635
1952 fr 9642
1953 fr 9644
1954 fr 9645
1955 fr 9655
1956 fr 9659
1957 fr 9661
1958 fr 9671
1959 fr 9672
1960 fr 9675
1961 fr 9682
1962 fr 9684
1963 fr 9687
1964 fr 9688
1965 fr 9694
1966 fr 9699
1967 fr 9704
1968 fr 9705
1969 fr 9707
1970 fr 9717
1971 fr 9718
1972 fr 9719
1973 fr 9720
1974 fr 9721
1975 fr 9722
1976 fr 9731
1977 fr 9733
1978 fr 9734
1979 fr 9735
1980 fr 9737
1981 fr 9738
1982 fr 9747
1983 fr 9750
1984 fr 9753
1985 fr 9754
1986 fr 9757
1987 fr 9758
1988 fr 9760
1989 fr 9761
1990 fr 9763
1991 fr 9765
1992 fr 9766
1993 fr 9769
1994 fr 9773
1995 fr 9779
1996 fr 9780
1997 fr 9781
1998 fr 9783
1999 fr 9785
2000 fr 9786
2001 fr 9793
2002 fr 9794
2003 fr 9800
2004 fr 9809
2005 fr 9821
2006 fr 9823
2007 fr 9829
2008 fr 9837
2009 fr 9841
2010 fr 9843
2011 fr 9845
2012 fr 9849
2013 fr 9851
2014 fr 9853
2015 fr 9862
2016 fr 9873
2017 fr 9880
2018 fr 9881
2019 fr 9882
2020 fr 9883
2021 fr 9887
2022 fr 9899
2023 fr 9902
2024 fr 9913
2025 fr 9920
2026 fr 9923
2027 fr 9932
2028 fr 9935
2029 fr 9936
2030 fr 9937
2031 fr 9942
2032 fr 9948
2033 fr 9956
2034 fr 9959
2035 fr 9964
2036 fr 9965
2037 fr 9972
2038 fr 9977
2039 fr 9979
2040 fr 9983
2041 fr 9985
2042 fr 9992
2043 fr 9994
2044 fr 9996
2045 fr 10000
2046 fr 10002
2047 fr 10005
2048 fr 10007
2049 fr 10012
2050 fr 10014
2051 fr 10019
2052 fr 10029
2053 fr 10032
2054 fr 10034
2055 fr 10036
2056 fr 10038
2057 fr 10039
2058 fr 10041
2059 fr 10042
2060 fr 10044
2061 fr 10048
2062 fr 10049
2063 fr 10050
2064 fr 10056
2065 fr 10058
2066 fr 10065
2067 fr 10070
2068 fr 10073
2069 fr 10078
2070 fr 10089
2071 fr 10092
2072 fr 10095
2073 fr 10106
2074 fr 10112
2075 fr 10120
2076 fr 10121
2077 fr 10127
2078 fr 10128
2079 fr 10129
2080 fr 10134
2081 fr 10137
2082 fr 10144
2083 fr 10145
2084 fr 10151
2085 fr 10160
2086 fr 10161
2087 fr 10168
2088 fr 10169
2089 fr 10177
2090 fr 10182
2091 fr 10183
2092 fr 10184
2093 fr 10202
2094 fr 10209
2095 fr 10225
2096 fr 10232
2097 fr 10237
2098 fr 10243
2099 fr 10245
2100 fr 10254
2101 fr 10268
2102 fr 10270
2103 fr 10273
2104 fr 10275
2105 fr 10278
2106 fr 10288
2107 fr 10289
2108 fr 10290
2109 fr 10295
2110 fr 10301
2111 fr 10305
2112 fr 10306
2113 fr 10315
2114 fr 10318
2115 fr 10329
2116 fr 10330
2117 fr 10334
2118 fr 10337
2119 fr 10341
2120 fr 10350
2121 fr 10353
2122 fr 10358
2123 fr 10366
2124 fr 10368
2125 fr 10376
2126 fr 10377
2127 fr 10380
2128 fr 10381
2129 fr 10394
2130 fr 10396
2131 fr 10402
2132 fr 10404
2133 fr 10407
2134 fr 10409
2135 fr 10410
2136 fr 10421
2137 fr 10424
2138 fr 10435
2139 fr 10441
2140 fr 10443
2141 fr 10447
2142 fr 10451
2143 fr 10457
2144 fr 10466
2145 fr 10467
2146 fr 10469
2147 fr 10479
2148 fr 10480
2149 fr 10481
2150 fr 10483
2151 fr 10487
2152 fr 10488
2153 fr 10489
2154 fr 10491
2155 fr 10494
2156 fr 10512
2157 fr 10516
2158 fr 10528
2159 fr 10541
2160 fr 10550
2161 fr 10553
2162 fr 10557
2163 fr 10559
2164 fr 10562
2165 fr 10571
2166 fr 10574
2167 fr 10577
2168 fr 10579
2169 fr 10587
2170 fr 10596
2171 fr 10611
2172 fr 10617
2173 fr 10631
2174 fr 10632
2175 fr 10635
2176 fr 10638
2177 fr 10639
2178 fr 10640
2179 fr 10649
2180 fr 10651
2181 fr 10654
2182 fr 10670
2183 fr 10676
2184 fr 10680
2185 fr 10681
2186 fr 10685
2187 fr 10686
2188 fr 10693
2189 fr 10694
2190 fr 10715
2191 fr 10718
2192 fr 10723
2193 fr 10727
2194 fr 10729
2195 fr 10731
2196 fr 10732
2197 fr 10742
2198 fr 10743
2199 fr 10745
2200 fr 10752
2201 fr 10753
2202 fr 10755
2203 fr 10757
2204 fr 10759
2205 fr 10760
2206 fr 10763
2207 fr 10764
2208 fr 10767
2209 fr 10777
2210 fr 10785
2211 fr 10791
2212 fr 10801
2213 fr 10803
2214 fr 10807
2215 fr 10814
2216 fr 10818
2217 fr 10822
2218 fr 10827
2219 fr 10828
2220 fr 10829
2221 fr 10830
2222 fr 10833
2223 fr 10834
2224 fr 10844
2225 fr 10848
2226 fr 10849
2227 fr 10859
2228 fr 10867
2229 fr 10869
2230 fr 10873
2231 fr 10883
2232 fr 10886
2233 fr 10887
2234 fr 10893
2235 fr 10895
2236 fr 10896
2237 fr 10901
2238 fr 10903
2239 fr 10911
2240 fr 10912
2241 fr 10919
2242 fr 10921
2243 fr 10932
2244 fr 10950
2245 fr 10952
2246 fr 10953
2247 fr 10954
2248 fr 10957
2249 fr 10961
2250 fr 10962
2251 fr 10963
2252 fr 10965
2253 fr 10966
2254 fr 10967
2255 fr 10969
2256 fr 10970
2257 fr 10972
2258 fr 10987
2259 fr 10996
2260 fr 10997
2261 fr 11008
2262 fr 11011
2263 fr 11014
2264 fr 11016
2265 fr 11018
2266 fr 11030
2267 fr 11033
2268 fr 11034
2269 fr 11037
2270 fr 11041
2271 fr 11042
2272 fr 11046
2273 fr 11052
2274 fr 11071
2275 fr 11073
2276 fr 11076
2277 fr 11078
2278 fr 11079
2279 fr 11098
2280 fr 11103
2281 fr 11115
2282 fr 11124
2283 fr 11134
2284 fr 11141
2285 fr 11145
2286 fr 11149
2287 fr 11152
2288 fr 11155
2289 fr 11158
2290 fr 11161
2291 fr 11166
2292 fr 11169
2293 fr 11171
2294 fr 11184
2295 fr 11188
2296 fr 11202
2297 fr 11208
2298 fr 11214
2299 fr 11223
2300 fr 11227
2301 fr 11228
2302 fr 11230
2303 fr 11232
2304 fr 11234
2305 fr 11235
2306 fr 11236
2307 fr 11253
2308 fr 11257
2309 fr 11258
2310 fr 11261
2311 fr 11263
2312 fr 11265
2313 fr 11270
2314 fr 11272
2315 fr 11274
2316 fr 11275
2317 fr 11276
2318 fr 11278
2319 fr 11281
2320 fr 11285
2321 fr 11286
2322 fr 11288
2323 fr 11293
2324 fr 11307
2325 fr 11320
2326 fr 11322
2327 fr 11330
2328 fr 11332
2329 fr 11338
2330 fr 11341
2331 fr 11345
2332 fr 11349
2333 fr 11355
2334 fr 11365
2335 fr 11367
2336 fr 11370
2337 fr 11373
2338 fr 11374
2339 fr 11376
2340 fr 11378
2341 fr 11379
2342 fr 11380
2343 fr 11382
2344 fr 11383
2345 fr 11385
2346 fr 11388
2347 fr 11394
2348 fr 11396
2349 fr 11397
2350 fr 11403
2351 fr 11414
2352 fr 11415
2353 fr 11420
2354 fr 11425
2355 fr 11426
2356 fr 11432
2357 fr 11436
2358 fr 11443
2359 fr 11444
2360 fr 11447
2361 fr 11449
2362 fr 11450
2363 fr 11453
2364 fr 11463
2365 fr 11466
2366 fr 11467
2367 fr 11474
2368 fr 11496
2369 fr 11499
2370 fr 11509
2371 fr 11521
2372 fr 11526
2373 fr 11530
2374 fr 11534
2375 fr 11538
2376 fr 11547
2377 fr 11552
2378 fr 11553
2379 fr 11554
2380 fr 11556
2381 fr 11557
2382 fr 11562
2383 fr 11566
2384 fr 11570
2385 fr 11583
2386 fr 11585
2387 fr 11592
2388 fr 11603
2389 fr 11605
2390 fr 11607
2391 fr 11608
2392 fr 11618
2393 fr 11623
2394 fr 11631
2395 fr 11633
2396 fr 11643
2397 fr 11651
2398 fr 11652
2399 fr 11662
2400 fr 11665
2401 fr 11667
2402 fr 11674
2403 fr 11675
2404 fr 11677
2405 fr 11686
2406 fr 11690
2407 fr 11700
2408 fr 11704
2409 fr 11707
2410 fr 11711
2411 fr 11714
2412 fr 11720
2413 fr 11728
2414 fr 11729
2415 fr 11730
2416 fr 11735
2417 fr 11738
2418 fr 11741
2419 fr 11751
2420 fr 11781
2421 fr 11783
2422 fr 11795
2423 fr 11802
2424 fr 11804
2425 fr 11812
2426 fr 11815
2427 fr 11819
2428 fr 11820
2429 fr 11827
2430 fr 11829
2431 fr 11831
2432 fr 11843
2433 fr 11850
2434 fr 11853
2435 fr 11856
2436 fr 11860
2437 fr 11862
2438 fr 11866
2439 fr 11870
2440 fr 11880
2441 fr 11881
2442 fr 11890
2443 fr 11891
2444 fr 11894
2445 fr 11897
2446 fr 11905
2447 fr 11908
2448 fr 11910
2449 fr 11911
2450 fr 11912
2451 fr 11914
2452 fr 11915
2453 fr 11921
2454 fr 11922
2455 fr 11923
2456 fr 11930
2457 fr 11937
2458 fr 11938
2459 fr 11939
2460 fr 11948
2461 fr 11962
2462 fr 11966
2463 fr 11967
2464 fr 11969
2465 fr 11972
2466 fr 11981
2467 fr 11983
2468 fr 11987
2469 fr 11988
2470 fr 11989
2471 fr 11997
2472 fr 12004
2473 fr 12006
2474 fr 12009
2475 fr 12018
2476 fr 12019
2477 fr 12026
2478 fr 12029
2479 fr 12040
2480 fr 12044
2481 fr 12052
2482 fr 12053
2483 fr 12054
2484 fr 12058
2485 fr 12061
2486 fr 12062
2487 fr 12063
2488 fr 12064
2489 fr 12076
2490 fr 12079
2491 fr 12093
2492 fr 12101
2493 fr 12104
2494 fr 12107
2495 fr 12115
2496 fr 12124
2497 fr 12125
2498 fr 12129
2499 fr 12130
2500 fr 12131
2501 fr 12132
2502 fr 12133
2503 fr 12134
2504 fr 12135
2505 fr 12140
2506 fr 12147
2507 fr 12148
2508 fr 12158
2509 fr 12168
2510 fr 12180
2511 fr 12193
2512 fr 12197
2513 fr 12198
2514 fr 12203
2515 fr 12221
2516 fr 12228
2517 fr 12233
2518 fr 12236
2519 fr 12240
2520 fr 12253
2521 fr 12258
2522 fr 12271
2523 fr 12292
2524 fr 12294
2525 fr 12325
2526 fr 12327
2527 fr 12335
2528 fr 12337
2529 fr 12349
2530 fr 12352
2531 fr 12356
2532 fr 12384
2533 fr 12400
2534 fr 12428
2535 fr 12431
2536 fr 12442
2537 fr 12445
2538 fr 12447
2539 fr 12453
2540 fr 12457
2541 fr 12461
2542 fr 12464
2543 fr 12468
2544 fr 12472
2545 fr 12475
2546 fr 12479
2547 fr 12480
2548 fr 12492
2549 fr 12512
2550 fr 12517
2551 fr 12518
2552 fr 12519
2553 fr 12522
2554 fr 12524
2555 fr 12536
2556 fr 12538
2557 fr 12539
2558 fr 12540
2559 fr 12543
2560 fr 12544
2561 fr 12552
2562 fr 12560
2563 fr 12567
2564 fr 12569
2565 fr 12573
2566 fr 12574
2567 fr 12581
2568 fr 12584
2569 fr 12587
2570 fr 12592
2571 fr 12594
2572 fr 12595
2573 fr 12596
2574 fr 12597
2575 fr 12598
2576 fr 12604
2577 fr 12607
2578 fr 12609
2579 fr 12615
2580 fr 12620
2581 fr 12623
2582 fr 12625
2583 fr 12626
2584 fr 12627
2585 fr 12628
2586 fr 12629
2587 fr 12634
2588 fr 12636
2589 fr 12638
2590 fr 12639
2591 fr 12640
2592 fr 12644
2593 fr 12647
2594 fr 12661
2595 fr 12662
2596 fr 12663
2597 fr 12664
2598 fr 12671
2599 fr 12672
2600 fr 12676
2601 fr 12697
2602 fr 12699
2603 fr 12700
2604 fr 12701
2605 fr 12703
2606 fr 12710
2607 fr 12715
2608 fr 12727
2609 fr 12732
2610 fr 12737
2611 fr 12741
2612 fr 12745
2613 fr 12746
2614 fr 12751
2615 fr 12760
2616 fr 12770
2617 fr 12773
2618 fr 12777
2619 fr 12779
2620 fr 12789
2621 fr 12795
2622 fr 12797
2623 fr 12803
2624 fr 12804
2625 fr 12818
2626 fr 12819
2627 fr 12821
2628 fr 12824
2629 fr 12827
2630 fr 12832
2631 fr 12835
2632 fr 12836
2633 fr 12837
2634 fr 12844
2635 fr 12845
2636 fr 12853
2637 fr 12856
2638 fr 12860
2639 fr 12861
2640 fr 12864
2641 fr 12868
2642 fr 12871
2643 fr 12873
2644 fr 12876
2645 fr 12882
2646 fr 12891
2647 fr 12892
2648 fr 12895
2649 fr 12896
2650 fr 12901
2651 fr 12903
2652 fr 12907
2653 fr 12915
2654 fr 12922
2655 fr 12923
2656 fr 12931
2657 fr 12932
2658 fr 12939
2659 fr 12943
2660 fr 12944
2661 fr 12945
2662 fr 12951
2663 fr 12954
2664 fr 12955
2665 fr 12956
2666 fr 12961
2667 fr 12964
2668 fr 12970
2669 fr 12971
2670 fr 12973
2671 fr 12974
2672 fr 12977
2673 fr 12985
2674 fr 12991
2675 fr 12992
2676 fr 12993
2677 fr 13007
2678 fr 13009
2679 fr 13015
2680 fr 13020
2681 fr 13042
2682 fr 13053
2683 fr 13054
2684 fr 13055
2685 fr 13056
2686 fr 13057
2687 fr 13060
2688 fr 13061
2689 fr 13066
2690 fr 13069
2691 fr 13074
2692 fr 13076
2693 fr 13077
2694 fr 13080
2695 fr 13082
2696 fr 13093
2697 fr 13102
2698 fr 13105
2699 fr 13121
2700 fr 13130
2701 fr 13135
2702 fr 13137
2703 fr 13142
2704 fr 13153
2705 fr 13157
2706 fr 13169
2707 fr 13181
2708 fr 13182
2709 fr 13183
2710 fr 13192
2711 fr 13198
2712 fr 13201
2713 fr 13208
2714 fr 13215
2715 fr 13219
2716 fr 13221
2717 fr 13239
2718 fr 13241
2719 fr 13243
2720 fr 13244
2721 fr 13248
2722 fr 13255
2723 fr 13259
2724 fr 13261
2725 fr 13270
2726 fr 13275
2727 fr 13279
2728 fr 13280
2729 fr 13283
2730 fr 13290
2731 fr 13293
2732 fr 13294
2733 fr 13304
2734 fr 13307
2735 fr 13317
2736 fr 13318
2737 fr 13327
2738 fr 13328
2739 fr 13329
2740 fr 13330
2741 fr 13334
2742 fr 13337
2743 fr 13341
2744 fr 13344
2745 fr 13347
2746 fr 13348
2747 fr 13352
2748 fr 13353
2749 fr 13357
2750 fr 13361
2751 fr 13370
2752 fr 13371
2753 fr 13376
2754 fr 13379
2755 fr 13389
2756 fr 13394
2757 fr 13401
2758 fr 13406
2759 fr 13418
2760 fr 13421
2761 fr 13428
2762 fr 13429
2763 fr 13431
2764 fr 13432
2765 fr 13434
2766 fr 13443
2767 fr 13448
2768 fr 13453
2769 fr 13455
2770 fr 13465
2771 fr 13474
2772 fr 13482
2773 fr 13483
2774 fr 13484
2775 fr 13491
2776 fr 13494
2777 fr 13511
2778 fr 13513
2779 fr 13540
2780 fr 13552
2781 fr 13569
2782 fr 13570
2783 fr 13571
2784 fr 13573
2785 fr 13580
2786 fr 13582
2787 fr 13586
2788 fr 13588
2789 fr 13591
2790 fr 13594
2791 fr 13596
2792 fr 13597
2793 fr 13609
2794 fr 13610
2795 fr 13611
2796 fr 13614
2797 fr 13616
2798 fr 13618
2799 fr 13625
2800 fr 13636
2801 fr 13641
2802 fr 13645
2803 fr 13652
2804 fr 13661
2805 fr 13667
2806 fr 13668
2807 fr 13669
2808 fr 13678
2809 fr 13680
2810 fr 13683
2811 fr 13691
2812 fr 13695
2813 fr 13697
2814 fr 13700
2815 fr 13709
2816 fr 13716
2817 fr 13719
2818 fr 13727
2819 fr 13729
2820 fr 13730
2821 fr 13736
2822 fr 13737
2823 fr 13741
2824 fr 13744
2825 fr 13745
2826 fr 13747
2827 fr 13750
2828 fr 13752
2829 fr 13755
2830 fr 13759
2831 fr 13769
2832 fr 13771
2833 fr 13773
2834 fr 13781
2835 fr 13782
2836 fr 13787
2837 fr 13788
2838 fr 13793
2839 fr 13794
2840 fr 13796
2841 fr 13800
2842 fr 13807
2843 fr 13809
2844 fr 13814
2845 fr 13820
2846 fr 13826
2847 fr 13829
2848 fr 13834
2849 fr 13844
2850 fr 13845
2851 fr 13847
2852 fr 13848
2853 fr 13854
2854 fr 13855
2855 fr 13868
2856 fr 13870
2857 fr 13871
2858 fr 13873
2859 fr 13876
2860 fr 13888
2861 fr 13900
2862 fr 13903
2863 fr 13904
2864 fr 13906
2865 fr 13907
2866 fr 13912
2867 fr 13917
2868 fr 13921
2869 fr 13922
2870 fr 13925
2871 fr 13932
2872 fr 13934
2873 fr 13936
2874 fr 13943
2875 fr 13944
2876 fr 13957
2877 fr 13958
2878 fr 13972
2879 fr 13974
2880 fr 13975
2881 fr 13977
2882 fr 13982
2883 fr 13985
2884 fr 13991
2885 fr 13993
2886 fr 13996
2887 fr 13997
2888 fr 13999
2889 fr 14000
2890 fr 14002
2891 fr 14009
2892 fr 14017
2893 fr 14026
2894 fr 14027
2895 fr 14031
2896 fr 14035
2897 fr 14041
2898 fr 14042
2899 fr 14044
2900 fr 14045
2901 fr 14046
2902 fr 14049
2903 fr 14071
2904 fr 14076
2905 fr 14083
2906 fr 14109
2907 fr 14112
2908 fr 14117
2909 fr 14126
2910 fr 14130
2911 fr 14143
2912 fr 14145
2913 fr 14163
2914 fr 14165
2915 fr 14168
2916 fr 14189
2917 fr 14196
2918 fr 14211
2919 fr 14229
2920 fr 14247
2921 fr 14262
2922 fr 14268
2923 fr 14270
2924 fr 14274
2925 fr 14277
2926 fr 14279
2927 fr 14287
2928 fr 14291
2929 fr 14294
2930 fr 14298
2931 fr 14306
2932 fr 14307
2933 fr 14318
2934 fr 14320
2935 fr 14323
2936 fr 14325
2937 fr 14334
2938 fr 14336
2939 fr 14338
2940 fr 14346
2941 fr 14374
2942 fr 14378
2943 fr 14379
2944 fr 14381
2945 fr 14388
2946 fr 14396
2947 fr 14400
2948 fr 14405
2949 fr 14413
2950 fr 14415
2951 fr 14417
2952 fr 14420
2953 fr 14425
2954 fr 14427
2955 fr 14428
2956 fr 14430
2957 fr 14438
2958 fr 14439
2959 fr 14440
2960 fr 14448
2961 fr 14464
2962 fr 14465
2963 fr 14473
2964 fr 14474
2965 fr 14481
2966 fr 14490
2967 fr 14493
2968 fr 14494
2969 fr 14507
2970 fr 14515
2971 fr 14517
2972 fr 14524
2973 fr 14530
2974 fr 14533
2975 fr 14542
2976 fr 14556
2977 fr 14558
2978 fr 14561
2979 fr 14573
2980 fr 14574
2981 fr 14578
2982 fr 14583
2983 fr 14587
2984 fr 14589
2985 fr 14600
2986 fr 14616
2987 fr 14623
2988 fr 14624
2989 fr 14625
2990 fr 14641
2991 fr 14646
2992 fr 14647
2993 fr 14651
2994 fr 14655
2995 fr 14656
2996 fr 14658
2997 fr 14660
2998 fr 14663
2999 fr 14674
3000 fr 14675
3001 fr 14684
3002 fr 14694
3003 fr 14696
3004 fr 14717
3005 fr 14724
3006 fr 14729
3007 fr 14735
3008 fr 14737
3009 fr 14746
3010 fr 14755
3011 fr 14764
3012 fr 14790
3013 fr 14793
3014 fr 14805
3015 fr 14808
3016 fr 14833
3017 fr 14853
3018 fr 14855
3019 fr 14859
3020 fr 14870
3021 fr 14875
3022 fr 14882
3023 fr 14887
3024 fr 14890
3025 fr 14896
3026 fr 14903
3027 fr 14909
3028 fr 14913
3029 fr 14914
3030 fr 14921
3031 fr 14933
3032 fr 14938
3033 fr 14947
3034 fr 14951
3035 fr 14952
3036 fr 14954
3037 fr 14957
3038 fr 14961
3039 fr 14964
3040 fr 14965
3041 fr 14966
3042 fr 14970
3043 fr 14971
3044 fr 14972
3045 fr 14974
3046 fr 14981
3047 fr 14983
3048 fr 14987
3049 fr 14989
3050 fr 14992
3051 fr 14999
3052 fr 15015
3053 fr 15024
3054 fr 15026
3055 fr 15027
3056 fr 15053
3057 fr 15054
3058 fr 15055
3059 fr 15066
3060 fr 15070
3061 fr 15071
3062 fr 15079
3063 fr 15082
3064 fr 15087
3065 fr 15090
3066 fr 15091
3067 fr 15093
3068 fr 15095
3069 fr 15099
3070 fr 15112
3071 fr 15113
3072 fr 15115
3073 fr 15120
3074 fr 15125
3075 fr 15136
3076 fr 15137
3077 fr 15140
3078 fr 15141
3079 fr 15145
3080 fr 15148
3081 fr 15151
3082 fr 15154
3083 fr 15158
3084 fr 15164
3085 fr 15174
3086 fr 15181
3087 fr 15184
3088 fr 15189
3089 fr 15196
3090 fr 15201
3091 fr 15202
3092 fr 15205
3093 fr 15206
3094 fr 15217
3095 fr 15225
3096 fr 15228
3097 fr 15238
3098 fr 15248
3099 fr 15249
3100 fr 15252
3101 fr 15254
3102 fr 15256
3103 fr 15264
3104 fr 15272
3105 fr 15275
3106 fr 15276
3107 fr 15277
3108 fr 15287
3109 fr 15292
3110 fr 15294
3111 fr 15299
3112 fr 15306
3113 fr 15307
3114 fr 15308
3115 fr 15312
3116 fr 15317
3117 fr 15322
3118 fr 15325
3119 fr 15328
3120 fr 15330
3121 fr 15341
3122 fr 15346
3123 fr 15348
3124 fr 15351
3125 fr 15354
3126 fr 15356
3127 fr 15360
3128 fr 15363
3129 fr 15365
3130 fr 15373
3131 fr 15374
3132 fr 15381
3133 fr 15389
3134 fr 15390
3135 fr 15398
3136 fr 15409
3137 fr 15413
3138 fr 15416
3139 fr 15418
3140 fr 15427
3141 fr 15429
3142 fr 15430
3143 fr 15431
3144 fr 15433
3145 fr 15440
3146 fr 15442
3147 fr 15444
3148 fr 15447
3149 fr 15449
3150 fr 15452
3151 fr 15457
3152 fr 15465
3153 fr 15468
3154 fr 15491
3155 fr 15493
3156 fr 15499
3157 fr 15503
3158 fr 15511
3159 fr 15512
3160 fr 15522
3161 fr 15523
3162 fr 15525
3163 fr 15527
3164 fr 15534
3165 fr 15537
3166 fr 15544
3167 fr 15547
3168 fr 15557
3169 fr 15562
3170 fr 15568
3171 fr 15576
3172 fr 15580
3173 fr 15582
3174 fr 15585
3175 fr 15586
3176 fr 15588
3177 fr 15591
3178 fr 15594
3179 fr 15595
3180 fr 15599
3181 fr 15608
3182 fr 15615
3183 fr 15618
3184 fr 15619
3185 fr 15629
3186 fr 15633
3187 fr 15640
3188 fr 15646
3189 fr 15648
3190 fr 15649
3191 fr 15650
3192 fr 15655
3193 fr 15664
3194 fr 15668
3195 fr 15671
3196 fr 15674
3197 fr 15682
3198 fr 15695
3199 fr 15711
3200 fr 15713
3201 fr 15716
3202 fr 15720
3203 fr 15732
3204 fr 15737
3205 fr 15751
3206 fr 15763
3207 fr 15765
3208 fr 15767
3209 fr 15769
3210 fr 15778
3211 fr 15783
3212 fr 15786
3213 fr 15792
3214 fr 15793
3215 fr 15795
3216 fr 15802
3217 fr 15803
3218 fr 15808
3219 fr 15810
3220 fr 15819
3221 fr 15825
